token,key,train_document_frequency,test_document_frequency
gene=PIGR|subfamily=missense,subfamily,60,28
gene=PRDM1|family=substitution:missense,family,60,50
gene=PRDM1|subfamily=missense,subfamily,60,50
gene=PTGFR|family=substitution:missense,family,60,29
gene=PTGFR|subfamily=missense,subfamily,60,29
gene=SATB1|family=substitution:missense,family,60,28
gene=SATB1|subfamily=missense,subfamily,60,28
gene=SLIT3|family=substitution:no_change,family,60,55
gene=SLIT3|subfamily=no_change,subfamily,60,55
gene=SPTBN1|family=substitution:no_change,family,60,41
gene=SPTBN1|subfamily=no_change,subfamily,60,41
gene=STAB1|family=substitution:no_change,family,60,57
gene=STAB1|subfamily=no_change,subfamily,60,57
gene=SYNE1|family=substitution:nonsense,family,60,28
gene=SYNE1|subfamily=nonsense,subfamily,60,28
gene=SYTL2|family=substitution:missense,family,60,48
gene=SYTL2|subfamily=missense,subfamily,60,48
gene=THBS2|family=substitution:no_change,family,60,51
gene=THBS2|subfamily=no_change,subfamily,60,51
gene=POLD1|family=substitution:missense,family,46,60
gene=POLD1|subfamily=missense,subfamily,46,60
gene=TPSAB1|family=substitution:missense,family,21,60
gene=TPSAB1|subfamily=missense,subfamily,21,60
gene=CASP5|family=frameshift,family,20,60
gene=CASP5|parse_status=partial,parse_status,20,60
gene=ACLY|position_bin=601-700,position_bin,4,60
gene=ESRRA|family=delins,family,0,60
gene=ESRRA|net_length_change=negative,net_length_change,0,60
gene=ESRRA|position_span=2,position_span,0,60
gene=ESRRA|replaced_length=2,replaced_length,0,60
gene=ESRRA|replacement_aa=P,replacement_aa,0,60
gene=ESRRA|replacement_length=1,replacement_length,0,60
gene=ESRRA|subfamily=residue_range:no_stop,subfamily,0,60
gene=RPL22|frameshift_first_new_aa=R,frameshift_first_new_aa,0,60
gene=ALB|family=substitution:missense,family,59,29
gene=ALB|subfamily=missense,subfamily,59,29
gene=BCL11B|family=substitution:missense,family,59,54
gene=BCL11B|subfamily=missense,subfamily,59,54
gene=CADM3|family=substitution:missense,family,59,31
gene=CADM3|subfamily=missense,subfamily,59,31
gene=CALCR|family=substitution:missense,family,59,42
gene=CALCR|subfamily=missense,subfamily,59,42
gene=CAPN3|family=substitution:missense,family,59,33
gene=CAPN3|subfamily=missense,subfamily,59,33
gene=CELSR2|family=substitution:no_change,family,59,59
gene=CELSR2|subfamily=no_change,subfamily,59,59
gene=CLSTN3|family=substitution:missense,family,59,41
gene=CLSTN3|subfamily=missense,subfamily,59,41
gene=COL16A1|family=substitution:missense,family,59,57
gene=COL16A1|subfamily=missense,subfamily,59,57
gene=CYP4F2|family=substitution:missense,family,59,49
gene=CYP4F2|subfamily=missense,subfamily,59,49
gene=EIF2AK3|family=substitution:missense,family,59,46
gene=EIF2AK3|subfamily=missense,subfamily,59,46
gene=EPHB2|family=substitution:no_change,family,59,31
gene=EPHB2|subfamily=no_change,subfamily,59,31
gene=JAG1|family=substitution:missense,family,59,41
gene=JAG1|subfamily=missense,subfamily,59,41
gene=KIF15|family=substitution:missense,family,59,40
gene=KIF15|subfamily=missense,subfamily,59,40
gene=KLKB1|family=substitution:missense,family,59,39
gene=KLKB1|subfamily=missense,subfamily,59,39
gene=LTF|family=substitution:missense,family,59,41
gene=LTF|subfamily=missense,subfamily,59,41
gene=NLGN3|family=substitution:missense,family,59,29
gene=NLGN3|subfamily=missense,subfamily,59,29
gene=PIK3CB|family=substitution:missense,family,59,37
gene=PIK3CB|subfamily=missense,subfamily,59,37
gene=PTPN21|family=substitution:missense,family,59,58
gene=PTPN21|subfamily=missense,subfamily,59,58
gene=ADAM19|family=substitution:missense,family,58,59
gene=ADAM19|subfamily=missense,subfamily,58,59
gene=ATP6V0A4|family=substitution:missense,family,47,59
gene=ATP6V0A4|subfamily=missense,subfamily,47,59
gene=SMTN|family=substitution:missense,family,47,59
gene=SMTN|subfamily=missense,subfamily,47,59
gene=CSF2RA|position_bin=301-400,position_bin,23,59
gene=TGFBR2|family=frameshift,family,11,59
gene=TGFBR2|parse_status=partial,parse_status,11,59
gene=MARCKS|family=substitution:missense,family,7,59
gene=MARCKS|subfamily=missense,subfamily,7,59
gene=ACLY|position_bin=501-600,position_bin,6,59
gene=PPP1R2|position_bin=1-100,position_bin,6,59
gene=CASP5|frameshift_grammar=ref_position_alt,frameshift_grammar,0,59
gene=CASP5|subfamily=ref_position_alt,subfamily,0,59
gene=KDM6B|aa_transition=T>P,aa_transition,0,59
gene=BRPF3|family=substitution:missense,family,58,36
gene=BRPF3|subfamily=missense,subfamily,58,36
gene=CIT|family=substitution:no_change,family,58,37
gene=CIT|subfamily=no_change,subfamily,58,37
gene=CPT1A|family=substitution:missense,family,58,27
gene=CPT1A|subfamily=missense,subfamily,58,27
gene=CP|family=substitution:missense,family,58,37
gene=CP|subfamily=missense,subfamily,58,37
gene=CTCF|family=substitution:missense,family,58,38
gene=CTCF|subfamily=missense,subfamily,58,38
gene=FASN|family=substitution:no_change,family,58,50
gene=FASN|subfamily=no_change,subfamily,58,50
gene=FLT4|family=substitution:no_change,family,58,46
gene=FLT4|subfamily=no_change,subfamily,58,46
gene=GAPVD1|family=substitution:missense,family,58,49
gene=GAPVD1|subfamily=missense,subfamily,58,49
gene=GATA3|family=frameshift,family,58,18
gene=GATA3|parse_status=partial,parse_status,58,18
gene=INPP4B|family=substitution:missense,family,58,34
gene=INPP4B|subfamily=missense,subfamily,58,34
gene=IRS4|family=substitution:no_change,family,58,29
gene=IRS4|subfamily=no_change,subfamily,58,29
gene=ITK|family=substitution:missense,family,58,42
gene=ITK|subfamily=missense,subfamily,58,42
gene=MDGA1|family=substitution:missense,family,58,50
gene=MDGA1|subfamily=missense,subfamily,58,50
gene=PER1|family=substitution:missense,family,58,52
gene=PER1|subfamily=missense,subfamily,58,52
gene=PTEN|position_bin=301-400,position_bin,58,28
gene=PTK2|family=substitution:missense,family,58,41
gene=PTK2|subfamily=missense,subfamily,58,41
gene=RAD50|family=substitution:missense,family,58,29
gene=RAD50|subfamily=missense,subfamily,58,29
gene=RASA1|family=substitution:missense,family,58,38
gene=RASA1|subfamily=missense,subfamily,58,38
gene=RNF123|family=substitution:missense,family,58,51
gene=RNF123|subfamily=missense,subfamily,58,51
gene=ROS1|family=substitution:no_change,family,58,31
gene=ROS1|subfamily=no_change,subfamily,58,31
gene=SCAF8|family=substitution:missense,family,58,42
gene=SCAF8|subfamily=missense,subfamily,58,42
gene=SCUBE2|family=substitution:missense,family,58,45
gene=SCUBE2|subfamily=missense,subfamily,58,45
gene=SELE|family=substitution:missense,family,58,29
gene=SELE|subfamily=missense,subfamily,58,29
gene=SIDT1|family=substitution:missense,family,58,34
gene=SIDT1|subfamily=missense,subfamily,58,34
gene=SLC24A3|family=substitution:missense,family,58,48
gene=SLC24A3|subfamily=missense,subfamily,58,48
gene=SMC1A|family=substitution:missense,family,58,54
gene=SMC1A|subfamily=missense,subfamily,58,54
gene=SULF2|family=substitution:missense,family,58,44
gene=SULF2|subfamily=missense,subfamily,58,44
gene=VWA5A|family=substitution:missense,family,58,38
gene=VWA5A|subfamily=missense,subfamily,58,38
gene=MATN2|family=substitution:missense,family,55,58
gene=MATN2|subfamily=missense,subfamily,55,58
gene=CYFIP1|family=substitution:missense,family,53,58
gene=CYFIP1|subfamily=missense,subfamily,53,58
gene=CYP4B1|family=substitution:missense,family,51,58
gene=CYP4B1|subfamily=missense,subfamily,51,58
gene=EGFR|position_bin=501-600,position_bin,37,58
gene=TCHH|position_bin=1101-1200,position_bin,20,58
gene=CD209|position_bin=201-300,position_bin,18,58
gene=APC|position_bin=101-200,position_bin,14,58
gene=EGFR|position_bin=401-500,position_bin,9,58
gene=IL32|aa_transition=V>V,aa_transition,0,58
gene=MTCH2|aa_transition=T>T,aa_transition,0,58
gene=MYL1|frameshift_first_new_aa=W,frameshift_first_new_aa,0,58
gene=TGFBR2|frameshift_grammar=ref_position_alt,frameshift_grammar,0,58
gene=TGFBR2|subfamily=ref_position_alt,subfamily,0,58
gene=ABCA3|family=substitution:no_change,family,57,47
gene=ABCA3|subfamily=no_change,subfamily,57,47
gene=AMPD3|family=substitution:missense,family,57,41
gene=AMPD3|subfamily=missense,subfamily,57,41
gene=BUB1|family=substitution:missense,family,57,37
gene=BUB1|subfamily=missense,subfamily,57,37
gene=CALD1|family=substitution:missense,family,57,49
gene=CALD1|subfamily=missense,subfamily,57,49
gene=CDH13|family=substitution:missense,family,57,44
gene=CDH13|subfamily=missense,subfamily,57,44
gene=COL7A1|family=substitution:no_change,family,57,36
gene=COL7A1|subfamily=no_change,subfamily,57,36
gene=EPHA5|family=substitution:no_change,family,57,29
gene=EPHA5|subfamily=no_change,subfamily,57,29
gene=LIPE|family=substitution:missense,family,57,53
gene=LIPE|subfamily=missense,subfamily,57,53
gene=LRPPRC|family=substitution:missense,family,57,45
gene=LRPPRC|subfamily=missense,subfamily,57,45
gene=MYOM2|family=substitution:no_change,family,57,51
gene=MYOM2|subfamily=no_change,subfamily,57,51
gene=NAP1L2|family=substitution:missense,family,57,24
gene=NAP1L2|subfamily=missense,subfamily,57,24
gene=ODF2|family=substitution:missense,family,57,41
gene=ODF2|subfamily=missense,subfamily,57,41
gene=PIK3CA|position_bin=1-100,position_bin,57,27
gene=PIK3CA|position_bin=301-400,position_bin,57,35
gene=PMS2|family=substitution:missense,family,57,45
gene=PMS2|subfamily=missense,subfamily,57,45
gene=PRKAA2|family=substitution:missense,family,57,30
gene=PRKAA2|subfamily=missense,subfamily,57,30
gene=PTPN11|family=substitution:missense,family,57,33
gene=PTPN11|subfamily=missense,subfamily,57,33
gene=RNF31|family=substitution:missense,family,57,44
gene=RNF31|subfamily=missense,subfamily,57,44
gene=SEMA4D|family=substitution:missense,family,57,41
gene=SEMA4D|subfamily=missense,subfamily,57,41
gene=SF3B3|family=substitution:missense,family,57,34
gene=SF3B3|subfamily=missense,subfamily,57,34
gene=STAT1|family=substitution:missense,family,57,35
gene=STAT1|subfamily=missense,subfamily,57,35
gene=STIL|family=substitution:missense,family,57,43
gene=STIL|subfamily=missense,subfamily,57,43
gene=TGFBR2|family=substitution:missense,family,57,47
gene=TGFBR2|subfamily=missense,subfamily,57,47
gene=USP8|family=substitution:missense,family,57,35
gene=USP8|subfamily=missense,subfamily,57,35
gene=VAV3|family=substitution:missense,family,57,45
gene=VAV3|subfamily=missense,subfamily,57,45
gene=HR|family=substitution:missense,family,47,57
gene=HR|subfamily=missense,subfamily,47,57
gene=ZNRF4|family=substitution:missense,family,43,57
gene=ZNRF4|subfamily=missense,subfamily,43,57
gene=APC|position_bin=801-900,position_bin,29,57
gene=VASP|family=substitution:no_change,family,5,57
gene=VASP|subfamily=no_change,subfamily,5,57
gene=MAST2|position_bin=1-100,position_bin,3,57
gene=MST1|family=substitution:missense,family,0,57
gene=MST1|subfamily=missense,subfamily,0,57
gene=ACOX3|family=substitution:missense,family,56,33
gene=ACOX3|subfamily=missense,subfamily,56,33
gene=ADAR|family=substitution:missense,family,56,50
gene=ADAR|subfamily=missense,subfamily,56,50
gene=AMOT|family=substitution:missense,family,56,36
gene=AMOT|subfamily=missense,subfamily,56,36
gene=ATP8B1|family=substitution:missense,family,56,43
gene=ATP8B1|subfamily=missense,subfamily,56,43
gene=CHST1|family=substitution:missense,family,56,33
gene=CHST1|subfamily=missense,subfamily,56,33
gene=CLCN2|family=substitution:missense,family,56,36
gene=CLCN2|subfamily=missense,subfamily,56,36
gene=CYP4A11|family=substitution:missense,family,56,46
gene=CYP4A11|subfamily=missense,subfamily,56,46
gene=CYP4F11|family=substitution:missense,family,56,34
gene=CYP4F11|subfamily=missense,subfamily,56,34
gene=ERCC2|family=substitution:missense,family,56,42
gene=ERCC2|subfamily=missense,subfamily,56,42
gene=HYOU1|family=substitution:missense,family,56,44
gene=HYOU1|subfamily=missense,subfamily,56,44
gene=MAP7|family=substitution:missense,family,56,36
gene=MAP7|subfamily=missense,subfamily,56,36
gene=MEFV|family=substitution:no_change,family,56,32
gene=MEFV|subfamily=no_change,subfamily,56,32
gene=MEP1A|family=substitution:missense,family,56,51
gene=MEP1A|subfamily=missense,subfamily,56,51
gene=NRXN2|family=substitution:no_change,family,56,55
gene=NRXN2|subfamily=no_change,subfamily,56,55
gene=NTNG1|family=substitution:missense,family,56,32
gene=NTNG1|subfamily=missense,subfamily,56,32
gene=POLA1|family=substitution:missense,family,56,43
gene=POLA1|subfamily=missense,subfamily,56,43
gene=RAB3GAP1|family=substitution:missense,family,56,40
gene=RAB3GAP1|subfamily=missense,subfamily,56,40
gene=RB1|family=substitution:missense,family,56,36
gene=RB1|family=substitution:nonsense,family,56,14
gene=RB1|subfamily=missense,subfamily,56,36
gene=RB1|subfamily=nonsense,subfamily,56,14
gene=RFC1|family=substitution:missense,family,56,39
gene=RFC1|subfamily=missense,subfamily,56,39
gene=SERPINA3|family=substitution:missense,family,56,32
gene=SERPINA3|subfamily=missense,subfamily,56,32
gene=SLC12A3|family=substitution:missense,family,56,46
gene=SLC12A3|subfamily=missense,subfamily,56,46
gene=STAG3|family=substitution:missense,family,56,54
gene=STAG3|subfamily=missense,subfamily,56,54
gene=TGFBR3|family=substitution:missense,family,56,41
gene=TGFBR3|subfamily=missense,subfamily,56,41
gene=TOP2A|family=substitution:missense,family,56,42
gene=TOP2A|subfamily=missense,subfamily,56,42
gene=TP53|aa_transition=H>R,aa_transition,56,17
gene=TTK|family=substitution:missense,family,56,24
gene=TTK|subfamily=missense,subfamily,56,24
gene=VEGFC|family=substitution:missense,family,56,36
gene=VEGFC|subfamily=missense,subfamily,56,36
gene=ZAP70|family=substitution:missense,family,56,37
gene=ZAP70|subfamily=missense,subfamily,56,37
gene=HLA-A|position_bin=1-100,position_bin,49,56
gene=DGKH|family=substitution:missense,family,48,56
gene=DGKH|subfamily=missense,subfamily,48,56
gene=RAPGEF3|family=substitution:missense,family,43,56
gene=RAPGEF3|subfamily=missense,subfamily,43,56
gene=BMP1|family=substitution:missense,family,38,56
gene=BMP1|subfamily=missense,subfamily,38,56
gene=HLA-DRB1|family=substitution:missense,family,34,56
gene=HLA-DRB1|subfamily=missense,subfamily,34,56
gene=APC|position_bin=901-1000,position_bin,26,56
gene=HLA-A|family=substitution:no_change,family,21,56
gene=HLA-A|subfamily=no_change,subfamily,21,56
gene=MADCAM1|family=substitution:missense,family,21,56
gene=MADCAM1|subfamily=missense,subfamily,21,56
gene=BAX|position_bin=1-100,position_bin,17,56
gene=PRDM2|position_bin=1401-1500,position_bin,14,56
gene=TCHH|position_bin=901-1000,position_bin,9,56
gene=GRINA|position_bin=1-100,position_bin,7,56
gene=ABCA8|family=substitution:no_change,family,55,29
gene=ABCA8|subfamily=no_change,subfamily,55,29
gene=ADAMDEC1|family=substitution:missense,family,55,28
gene=ADAMDEC1|subfamily=missense,subfamily,55,28
gene=ADCY1|family=substitution:no_change,family,55,35
gene=ADCY1|subfamily=no_change,subfamily,55,35
gene=ATP2A2|family=substitution:missense,family,55,37
gene=ATP2A2|subfamily=missense,subfamily,55,37
gene=BCL6|family=substitution:missense,family,55,52
gene=BCL6|subfamily=missense,subfamily,55,52
gene=BMP2K|family=substitution:missense,family,55,47
gene=BMP2K|subfamily=missense,subfamily,55,47
gene=CDH11|family=substitution:no_change,family,55,28
gene=CDH11|subfamily=no_change,subfamily,55,28
gene=CENPF|family=substitution:no_change,family,55,18
gene=CENPF|subfamily=no_change,subfamily,55,18
gene=CHAF1A|family=substitution:missense,family,55,41
gene=CHAF1A|subfamily=missense,subfamily,55,41
gene=CLVS1|family=substitution:missense,family,55,27
gene=CLVS1|subfamily=missense,subfamily,55,27
gene=DCT|family=substitution:missense,family,55,33
gene=DCT|subfamily=missense,subfamily,55,33
gene=DCX|family=substitution:missense,family,55,21
gene=DCX|subfamily=missense,subfamily,55,21
gene=DDC|family=substitution:missense,family,55,26
gene=DDC|subfamily=missense,subfamily,55,26
gene=EDC4|family=substitution:missense,family,55,42
gene=EDC4|subfamily=missense,subfamily,55,42
gene=GAD2|family=substitution:missense,family,55,33
gene=GAD2|subfamily=missense,subfamily,55,33
gene=GLDC|family=substitution:missense,family,55,39
gene=GLDC|subfamily=missense,subfamily,55,39
gene=GUCY2D|family=substitution:missense,family,55,49
gene=GUCY2D|subfamily=missense,subfamily,55,49
gene=HKDC1|family=substitution:missense,family,55,42
gene=HKDC1|subfamily=missense,subfamily,55,42
gene=IDH2|family=substitution:missense,family,55,23
gene=IDH2|subfamily=missense,subfamily,55,23
gene=INPPL1|family=substitution:missense,family,55,45
gene=INPPL1|subfamily=missense,subfamily,55,45
gene=ITGA2|family=substitution:missense,family,55,42
gene=ITGA2|subfamily=missense,subfamily,55,42
gene=JAK2|family=substitution:missense,family,55,51
gene=JAK2|subfamily=missense,subfamily,55,51
gene=LOXL2|family=substitution:missense,family,55,36
gene=LOXL2|subfamily=missense,subfamily,55,36
gene=MAP1S|family=substitution:missense,family,55,45
gene=MAP1S|subfamily=missense,subfamily,55,45
gene=MYO1E|family=substitution:missense,family,55,27
gene=MYO1E|subfamily=missense,subfamily,55,27
gene=NOTCH4|family=substitution:no_change,family,55,49
gene=NOTCH4|subfamily=no_change,subfamily,55,49
gene=NPHS1|family=substitution:no_change,family,55,28
gene=NPHS1|subfamily=no_change,subfamily,55,28
gene=PCSK2|family=substitution:missense,family,55,45
gene=PCSK2|subfamily=missense,subfamily,55,45
gene=PLEC|aa_transition=A>A,aa_transition,55,31
gene=PTK2B|family=substitution:missense,family,55,49
gene=PTK2B|subfamily=missense,subfamily,55,49
